Product_ID,Rating,Valid_Sales,Corrupted_Sales,Total_Sales,Valid_Orders,Corrupted_Orders,Total_Orders_Count,Valid_Orders_Quantity,Corrupted_Orders_Quantity,Total_Orders_Quantity,Product_Name,Category,Brand,Original_Price,Discount_Percent,Discount_Amount,Selling_Price,Stock_Quantity,Weight_kg,Avg_Rating,Total_Reviews
PROD000945,4.0,163742.32,20025.99,183768.31,114,17,131,140,17,157,Haldiram Snacks V9,Grocery,Haldiram,1331.43,11,146.46,1184.97,880,3.54,4.32,59
PROD000946,4.0,4823500.13,419781.64,5243281.77,204,19,223,272,24,296,Samsung Mobile V4,Electronics,Samsung,20390.52,12,2446.86,17943.66,225,1.69,4.4,107
PROD000947,4.0,29936594.31,1784106.4,31720700.709999997,203,13,216,255,15,270,HP Laptop V5,Electronics,HP,125203.96,5,6260.2,118943.76,745,4.41,4.42,107
PROD000948,4.0,27562379.57,3254898.2199999997,30817277.79,216,26,242,272,32,304,boAt Headphones V8,Electronics,boAt,146221.84,30,43866.55,102355.29,106,3.31,4.42,108
PROD000949,5.0,17870886.95,2315504.7,20186391.65,234,29,263,287,37,324,Noise Watch V7,Electronics,Noise,67478.36,7,4723.49,62754.87,102,3.58,4.39,137
PROD000950,4.0,11813978.6,1174375.72,12988354.32,203,18,221,250,25,275,Apple iPhone V2,Electronics,Apple,79246.0,40,31698.4,47547.6,640,2.42,4.45,106
PROD000951,5.0,374397.71,36452.2,410849.91000000003,160,15,175,205,20,225,Levis Jeans V7,Fashion,Levis,2382.03,22,524.05,1857.98,798,2.31,4.56,95
PROD000952,3.0,217119.01,23004.8,240123.81,160,15,175,191,20,211,Peter England Shirt V7,Fashion,Peter,2266.7,49,1110.68,1156.02,29,1.71,4.42,81
PROD000953,4.0,750113.5800000001,60923.54,811037.1200000001,162,16,178,209,17,226,Nike Shoes V1,Fashion,Nike,7159.03,49,3507.92,3651.11,475,1.26,4.37,78
PROD000954,4.0,584316.29,99227.57,683543.8600000001,142,26,168,173,29,202,Titan Watch V6,Fashion,Titan,4642.18,26,1206.97,3435.21,465,2.51,4.48,75
PROD000955,4.0,844901.9400000001,71777.3,916679.2400000001,175,13,188,211,18,229,Puma T-shirt V5,Fashion,Puma,4540.29,11,499.43,4040.86,797,1.87,4.44,90
PROD000956,4.0,611270.0,87953.6,699223.6,114,16,130,140,20,160,IKEA Chair V6,Home,IKEA,6293.11,30,1887.93,4405.18,636,4.85,4.33,54
PROD000957,5.0,3175097.6,160956.4,3336054.0,105,7,112,139,7,146,Prestige Cooker V5,Home,Prestige,36532.07,37,13516.87,23015.2,675,3.6,4.56,54
PROD000958,4.0,3740153.3,525434.24,4265587.54,115,14,129,151,21,172,Philips Mixer V8,Home,Philips,30151.13,17,5125.69,25025.44,193,4.73,4.41,54
PROD000959,4.0,1085682.0399999998,112118.55999999998,1197800.5999999999,97,10,107,118,12,130,Godrej Almirah V5,Home,Godrej,16714.07,44,7354.19,9359.88,413,0.56,4.48,63
PROD000960,5.0,4228548.08,370129.24,4598677.32,122,12,134,161,14,175,Urban Ladder Sofa V5,Home,Urban,30611.03,13,3979.43,26631.6,375,2.16,4.44,66
PROD000961,5.0,60723.39,2017.36,62740.75,53,2,55,61,2,63,Lakme Lipstick V9,Beauty,Lakme,1146.23,12,137.55,1008.68,780,4.03,4.46,26
PROD000962,5.0,205906.78,17973.72,223880.5,61,6,67,81,7,88,Mamaearth Facewash V8,Beauty,Mamaearth,4451.65,42,1869.69,2581.96,488,3.47,4.51,43
PROD000963,4.0,67908.94,11192.84,79101.78,45,7,52,55,9,64,Nivea Cream V9,Beauty,Nivea,2509.52,50,1254.76,1254.76,948,4.17,4.28,25
PROD000964,5.0,81197.71,11490.29,92688.0,42,6,48,50,7,57,Dove Soap V6,Beauty,Dove,1936.35,14,271.09,1665.26,751,4.98,4.54,26
PROD000965,4.0,44284.03,4746.77,49030.8,51,4,55,67,7,74,Plum Serum V3,Beauty,Plum,968.73,30,290.62,678.11,642,3.5,4.42,26
PROD000966,4.0,84336.84999999999,12671.59,97008.43999999999,99,14,113,122,18,140,Nike T-shirt V4,Sports,Nike,1388.06,49,680.15,707.91,486,1.73,4.51,55
PROD000967,4.0,1113584.89,93816.9,1207401.7899999998,99,8,107,130,11,141,Puma Shoes V7,Sports,Puma,13168.76,34,4477.38,8691.38,579,3.4,4.42,50
PROD000968,5.0,2954918.71,257216.6,3212135.31,88,6,94,116,10,126,Decathlon Cycle V7,Sports,Decathlon,28265.56,9,2543.9,25721.66,327,2.77,4.5,42
PROD000969,5.0,322147.24,35533.729999999996,357680.97,85,8,93,100,11,111,Yoga Mat V5,Sports,Yoga,4262.41,24,1022.98,3239.43,988,2.59,4.45,40
PROD000970,5.0,1576891.69,157734.17,1734625.8599999999,100,7,107,111,11,122,Dumbbells V2,Sports,Dumbbells,25156.97,43,10817.5,14339.47,912,3.73,4.16,63
PROD000971,5.0,34253.1,2509.67,36762.77,63,5,68,84,6,90,Fiction Novel V6,Books,Fiction,561.92,32,179.81,382.11,15,1.94,4.58,33
PROD000972,4.0,79129.73000000001,7786.0,86915.73000000001,67,4,71,82,8,90,NCERT Book V3,Books,NCERT,1388.13,29,402.56,985.57,817,4.76,4.43,30
PROD000973,4.0,15016.59,3167.45,18184.04,58,10,68,65,15,80,Comics V10,Books,Comics,187.6,5,9.38,178.22,435,0.98,4.28,29
PROD000974,4.0,54145.79,7007.71,61153.5,54,7,61,68,9,77,Notebook V4,Books,Notebook,911.5,11,100.27,811.23,685,3.34,4.29,28
PROD000975,5.0,78713.62,13281.529999999999,91995.15,55,9,64,64,11,75,Stationery Set V2,Books,Stationery,1985.09,37,734.48,1250.61,21,3.7,4.61,33
PROD000976,5.0,56415.3,9485.51,65900.81,87,12,99,114,20,134,Aashirvaad Atta V10,Grocery,Aashirvaad,640.49,28,179.34,461.15,859,1.65,4.55,42
PROD000977,4.0,242954.35,15224.84,258179.19,114,8,122,142,9,151,Fortune Oil V3,Grocery,Fortune,2902.43,40,1160.97,1741.46,665,4.09,4.34,61
PROD000978,5.0,9494.789999999999,1426.87,10921.66,101,14,115,123,17,140,Lays Chips V2,Grocery,Lays,52.25,50,26.12,26.13,604,3.23,4.35,52
PROD000979,5.0,284527.11,22692.6,307219.70999999996,106,9,115,138,11,149,Nescafe Coffee V5,Grocery,Nescafe,2570.24,19,488.35,2081.89,694,2.52,4.39,54
PROD000980,4.0,182571.82,21134.52,203706.34,112,16,128,137,16,153,Haldiram Snacks V7,Grocery,Haldiram,1879.79,28,526.34,1353.45,91,3.71,4.37,54
PROD000981,4.0,21066384.04,1543594.83,22609978.869999997,221,15,236,271,20,291,Samsung Mobile V7,Electronics,Samsung,127032.16,38,48272.22,78759.94,866,0.39,4.5,111
PROD000982,3.0,9363610.33,1176412.18,10540022.51,207,23,230,245,31,276,HP Laptop V1,Electronics,HP,40602.66,5,2030.13,38572.53,808,2.91,4.4,116
PROD000983,4.0,5263669.61,625901.16,5889570.7700000005,197,26,223,245,29,274,boAt Headphones V4,Electronics,boAt,23550.14,8,1884.01,21666.13,290,3.28,4.56,91
PROD000984,4.0,1325466.93,168427.22,1493894.15,194,25,219,251,32,283,Noise Watch V2,Electronics,Noise,9026.74,41,3700.96,5325.78,714,0.32,4.31,97
PROD000985,4.0,6295746.8100000005,664714.93,6960461.74,214,22,236,267,28,295,Apple iPhone V6,Electronics,Apple,40384.24,41,16557.54,23826.7,272,4.25,4.36,108
PROD000986,4.0,890273.49,99384.58,989658.07,160,14,174,188,21,209,Levis Jeans V4,Fashion,Levis,7254.12,34,2466.4,4787.72,987,4.26,4.41,93
PROD000987,4.0,1306500.25,155949.18,1462449.43,153,19,172,197,24,221,Peter England Shirt V9,Fashion,Peter,12177.08,45,5479.69,6697.39,599,3.19,4.38,71
PROD000988,4.0,1741349.67,192773.19,1934122.8599999999,148,16,164,189,21,210,Nike Shoes V8,Fashion,Nike,10418.82,11,1146.07,9272.75,830,2.96,4.34,82
PROD000989,4.0,616962.4,74108.15,691070.55,142,18,160,184,22,206,Titan Watch V7,Fashion,Titan,4772.53,29,1384.03,3388.5,573,2.83,4.35,74
PROD000990,4.0,2273994.04,380466.06,2654460.1,152,26,178,190,32,222,Puma T-shirt V8,Fashion,Puma,12766.21,5,638.31,12127.9,343,0.63,4.35,79
PROD000991,4.0,510504.0,73998.12,584502.12,116,18,134,152,22,174,IKEA Chair V4,Home,IKEA,6802.57,50,3401.28,3401.29,688,4.55,4.43,70
PROD000992,5.0,3861454.9699999997,526074.4099999999,4387529.38,118,16,134,155,21,176,Prestige Cooker V3,Home,Prestige,29565.47,14,4139.17,25426.3,368,0.38,4.38,68
PROD000993,4.0,2792391.35,399507.11,3191898.46,100,12,112,119,17,136,Philips Mixer V1,Home,Philips,41020.85,42,17228.76,23792.09,642,0.45,4.31,42
PROD000994,4.0,2747128.9899999998,265348.32,3012477.3099999996,91,8,99,115,11,126,Godrej Almirah V10,Home,Godrej,37698.62,36,13571.5,24127.12,587,0.81,4.4,42
PROD000995,4.0,799092.42,63990.92,863083.3400000001,115,9,124,150,12,162,Urban Ladder Sofa V9,Home,Urban,7799.41,31,2417.82,5381.59,967,1.82,4.35,55
PROD000996,5.0,215079.59999999998,44602.399999999994,259681.99999999997,45,6,51,49,10,59,Lakme Lipstick V4,Beauty,Lakme,4901.36,9,441.12,4460.24,466,4.21,4.55,22
PROD000997,4.0,279704.22,36193.47,315897.68999999994,55,9,64,68,9,77,Mamaearth Facewash V8,Beauty,Mamaearth,4540.66,8,363.25,4177.41,632,3.65,4.39,31
PROD000998,4.0,74190.1,8277.6,82467.70000000001,59,7,66,70,8,78,Nivea Cream V4,Beauty,Nivea,1480.48,28,414.53,1065.95,355,2.82,4.42,26
PROD000999,4.0,62754.34,6349.71,69104.05,56,6,62,68,7,75,Dove Soap V8,Beauty,Dove,1385.87,33,457.34,928.53,595,2.47,4.43,28
PROD001000,4.0,262015.32,34027.32,296042.64,58,8,66,69,9,78,Plum Serum V9,Beauty,Plum,4619.92,17,785.39,3834.53,399,2.87,4.39,33
PROD001001,4.0,1918661.07,248876.74000000002,2167537.81,94,13,107,116,15,131,Nike T-shirt V4,Sports,Nike,21995.48,24,5278.92,16716.56,348,0.74,4.44,50
PROD001002,4.0,209485.24000000002,11105.960000000001,220591.2,95,4,99,114,6,120,Puma Shoes V7,Sports,Puma,3276.6,43,1408.94,1867.66,925,3.67,4.47,45
PROD001003,5.0,189360.55000000002,21732.09,211092.64,85,9,94,113,13,126,Decathlon Cycle V10,Sports,Decathlon,2523.77,33,832.84,1690.93,825,1.37,4.31,45
PROD001004,4.0,2358884.91,186547.85,2545432.7600000002,109,11,120,138,11,149,Yoga Mat V4,Sports,Yoga,23661.57,27,6388.62,17272.95,395,0.69,4.4,58
PROD001005,4.0,709522.35,75211.31,784733.6599999999,77,9,86,104,11,115,Dumbbells V6,Sports,Dumbbells,9324.49,26,2424.37,6900.12,659,0.98,4.34,41
PROD001006,5.0,86014.11,9099.27,95113.38,59,6,65,84,9,93,Fiction Novel V5,Books,Fiction,1208.94,14,169.25,1039.69,277,1.79,4.52,27
PROD001007,5.0,99632.94,10796.98,110429.92,56,7,63,65,7,72,NCERT Book V2,Books,NCERT,1664.66,6,99.88,1564.78,313,0.68,4.42,26
PROD001008,4.0,17221.12,1456.05,18677.17,65,5,70,76,7,83,Comics V5,Books,Comics,300.45,41,123.18,177.27,506,3.96,4.32,38
PROD001009,4.0,58823.18,8665.82,67489.0,53,8,61,61,9,70,Notebook V4,Books,Notebook,1202.45,19,228.47,973.98,350,3.14,4.39,23
PROD001010,4.0,59513.049999999996,6123.78,65636.83,73,7,80,89,9,98,Stationery Set V2,Books,Stationery,723.85,6,43.43,680.42,593,3.15,4.56,48
PROD001011,4.0,101853.28,9455.95,111309.23,117,12,129,150,14,164,Aashirvaad Atta V5,Grocery,Aashirvaad,1357.77,49,665.31,692.46,346,1.91,4.33,61
PROD001012,5.0,205105.83000000002,16423.420000000002,221529.25000000003,112,8,120,138,11,149,Fortune Oil V4,Grocery,Fortune,1742.42,13,226.51,1515.91,264,0.61,4.4,57
PROD001013,5.0,75491.97,6617.86,82109.83,108,12,120,145,12,157,Lays Chips V4,Grocery,Lays,690.14,29,200.14,490.0,785,3.19,4.53,55
PROD001014,3.0,185179.56,21759.94,206939.5,108,14,122,128,15,143,Nescafe Coffee V1,Grocery,Nescafe,1880.91,22,413.8,1467.11,178,1.7,4.39,56
PROD001015,4.0,247040.29,17936.38,264976.67,101,9,110,123,9,132,Haldiram Snacks V8,Grocery,Haldiram,2277.03,11,250.47,2026.56,231,3.1,4.4,53
PROD001016,4.0,15141304.51,1139903.99,16281208.5,203,14,217,251,19,270,Samsung Mobile V10,Electronics,Samsung,81283.71,25,20320.93,60962.78,858,4.44,4.5,107
PROD001017,4.0,692815.06,67297.21,760112.27,212,22,234,268,26,294,HP Laptop V7,Electronics,HP,3746.37,30,1123.91,2622.46,290,4.63,4.49,110
PROD001018,5.0,11262369.84,970240.1599999999,12232610.0,218,18,236,279,24,303,boAt Headphones V10,Electronics,boAt,43386.38,6,2603.18,40783.2,607,4.13,4.42,111
PROD001019,4.0,6910637.279999999,800637.7999999999,7711275.079999999,206,28,234,264,31,295,Noise Watch V5,Electronics,Noise,48043.08,45,21619.39,26423.69,673,3.72,4.33,105
PROD001020,4.0,4163005.65,447473.87,4610479.52,210,27,237,270,29,299,Apple iPhone V3,Electronics,Apple,24369.77,36,8773.12,15596.65,1000,2.69,4.41,108
PROD001021,4.0,537436.28,70719.25,608155.53,151,20,171,192,25,217,Levis Jeans V7,Fashion,Levis,3590.85,21,754.08,2836.77,433,4.06,4.32,85
PROD001022,4.0,1142655.63,190312.5,1332968.13,164,26,190,205,34,239,Peter England Shirt V10,Fashion,Peter,10094.98,44,4441.79,5653.19,277,0.66,4.31,71
PROD001023,4.0,853447.48,187958.80000000002,1041406.28,150,28,178,184,40,224,Nike Shoes V3,Fashion,Nike,8713.37,46,4008.15,4705.22,754,4.64,4.3,80
PROD001024,4.0,566833.32,47282.66,614115.98,189,16,205,229,19,248,Titan Watch V6,Fashion,Titan,2672.67,6,160.36,2512.31,451,1.18,4.33,103
PROD001025,5.0,582955.45,96771.44,679726.8899999999,160,22,182,198,33,231,Puma T-shirt V3,Fashion,Puma,5961.32,50,2980.66,2980.66,523,0.37,4.41,81
PROD001026,4.0,3181775.08,462454.37,3644229.45,103,15,118,132,19,151,IKEA Chair V3,Home,IKEA,39274.56,38,14924.33,24350.23,506,1.05,4.22,51
PROD001027,3.0,2228533.63,340631.87,2569165.5,95,16,111,118,18,136,Prestige Cooker V3,Home,Prestige,29285.07,35,10249.77,19035.3,988,4.37,4.55,53
PROD001028,3.0,1552229.76,54812.65,1607042.41,106,4,110,142,5,147,Philips Mixer V7,Home,Philips,11560.56,5,578.03,10982.53,556,4.72,4.56,61
PROD001029,4.0,1611720.53,277309.8,1889030.33,103,16,119,121,21,142,Godrej Almirah V10,Home,Godrej,21383.09,37,7911.74,13471.35,863,4.33,4.26,50
PROD001030,5.0,1821412.28,158558.44999999998,1979970.73,133,13,146,174,15,189,Urban Ladder Sofa V4,Home,Urban,19249.5,45,8662.27,10587.23,947,2.13,4.52,66
PROD001031,4.0,60103.13,1612.6,61715.729999999996,62,2,64,76,2,78,Lakme Lipstick V6,Beauty,Lakme,1221.66,34,415.36,806.3,152,0.71,4.59,29
PROD001032,5.0,115464.42,25031.9,140496.32,41,5,46,46,10,56,Mamaearth Facewash V4,Beauty,Mamaearth,4505.69,44,1982.5,2523.19,408,3.85,4.59,22
PROD001033,5.0,228658.13,19137.39,247795.52000000002,48,4,52,59,5,64,Nivea Cream V1,Beauty,Nivea,4594.81,15,689.22,3905.59,264,2.34,4.38,26
PROD001034,4.0,102856.14,5383.54,108239.68,49,1,50,57,3,60,Dove Soap V2,Beauty,Dove,3122.73,42,1311.55,1811.18,849,4.97,4.5,24
PROD001035,5.0,56309.479999999996,6569.94,62879.42,64,8,72,75,9,84,Plum Serum V3,Beauty,Plum,815.6,6,48.94,766.66,672,2.41,4.42,38
PROD001036,4.0,63076.46000000001,9958.900000000001,73035.36000000002,86,12,98,106,17,123,Nike T-shirt V8,Sports,Nike,1087.44,44,478.47,608.97,276,2.73,4.39,44
PROD001037,4.0,1446843.51,177206.87,1624050.38,92,12,104,114,14,128,Puma Shoes V6,Sports,Puma,17716.52,28,4960.63,12755.89,305,1.7,4.35,51
PROD001038,4.0,578598.92,61362.01,639960.93,90,9,99,112,12,124,Decathlon Cycle V3,Sports,Decathlon,6190.68,16,990.51,5200.17,926,3.43,4.24,50
PROD001039,4.0,2128232.45,278664.76,2406897.21,88,12,100,107,14,121,Yoga Mat V6,Sports,Yoga,34009.84,41,13944.03,20065.81,469,1.33,4.4,53
PROD001040,4.0,508698.16,49962.17,558660.33,92,7,99,112,11,123,Dumbbells V9,Sports,Dumbbells,4938.56,7,345.7,4592.86,653,2.37,4.31,42
PROD001041,4.0,93274.58,8484.79,101759.37,62,6,68,77,7,84,Fiction Novel V8,Books,Fiction,1322.24,7,92.56,1229.68,222,1.56,4.34,35
PROD001042,4.0,14347.56,1185.5,15533.06,51,4,55,63,6,69,NCERT Book V6,Books,NCERT,252.01,30,75.6,176.41,353,3.31,4.55,29
PROD001043,5.0,82164.37,10827.96,92992.32999999999,71,9,80,93,12,105,Comics V4,Books,Comics,1156.83,22,254.5,902.33,851,2.96,4.39,38
PROD001044,4.0,142979.1,14596.96,157576.06,67,7,74,80,8,88,Notebook V9,Books,Notebook,1933.81,5,96.69,1837.12,118,3.66,4.4,35
PROD001045,4.0,74604.09999999999,15122.31,89726.40999999999,58,11,69,75,15,90,Stationery Set V3,Books,Stationery,1301.18,22,286.26,1014.92,494,3.05,4.38,37
PROD001046,4.0,134583.33000000002,9963.62,144546.95,125,12,137,157,12,169,Aashirvaad Atta V8,Grocery,Aashirvaad,1479.59,41,606.63,872.96,617,3.33,4.38,69
PROD001047,4.0,104963.47,7502.79,112466.26,99,8,107,127,9,136,Fortune Oil V5,Grocery,Fortune,1381.99,39,538.98,843.01,537,0.76,4.42,48
PROD001048,4.0,35766.93,2953.75,38720.68,100,8,108,124,11,135,Lays Chips V5,Grocery,Lays,284.94,15,42.74,242.2,286,3.62,4.39,57
PROD001049,4.0,37404.31,1780.8,39185.11,111,6,117,137,6,143,Nescafe Coffee V4,Grocery,Nescafe,255.33,11,28.09,227.24,1000,3.74,4.41,54
PROD001050,4.0,110397.76,18033.0,128430.76,97,12,109,123,20,143,Haldiram Snacks V2,Grocery,Haldiram,1753.17,48,841.52,911.65,374,1.0,4.56,52
PROD001051,4.0,10574405.86,1585437.48,12159843.34,202,30,232,253,38,291,Samsung Mobile V1,Electronics,Samsung,56226.5,25,14056.62,42169.88,517,3.72,4.48,108
PROD001052,4.0,4454808.69,394832.5,4849641.19,217,21,238,282,25,307,HP Laptop V3,Electronics,HP,20162.95,21,4234.22,15928.73,735,3.33,4.43,100
PROD001053,5.0,2899023.83,298807.29,3197831.12,230,26,256,297,31,328,boAt Headphones V8,Electronics,boAt,15381.24,36,5537.25,9843.99,99,2.3,4.37,126
PROD001054,5.0,2714305.6,339200.7,3053506.3000000003,217,27,244,280,35,315,Noise Watch V2,Electronics,Noise,11507.06,15,1726.06,9781.0,718,1.35,4.42,109
PROD001055,4.0,5030105.279999999,592579.35,5622684.629999999,226,25,251,280,33,313,Apple iPhone V7,Electronics,Apple,30722.51,41,12596.23,18126.28,716,3.68,4.27,118
PROD001056,4.0,532041.35,81928.06,613969.4099999999,163,23,186,206,32,238,Levis Jeans V10,Fashion,Levis,3834.17,32,1226.93,2607.24,992,4.17,4.34,92
PROD001057,4.0,1187810.97,128646.62,1316457.5899999999,180,19,199,222,24,246,Peter England Shirt V1,Fashion,Peter,8445.82,36,3040.5,5405.32,644,3.93,4.37,92
PROD001058,4.0,1065036.8,144825.58000000002,1209862.3800000001,159,21,180,198,27,225,Nike Shoes V9,Fashion,Nike,9052.78,40,3621.11,5431.67,150,3.23,4.33,99
PROD001059,5.0,210740.9,27153.5,237894.4,138,15,153,169,22,191,Titan Watch V8,Fashion,Titan,2250.95,44,990.42,1260.53,929,3.74,4.38,69
PROD001060,4.0,533034.6900000001,57221.600000000006,590256.29,170,15,185,216,23,239,Puma T-shirt V1,Fashion,Puma,3123.45,20,624.69,2498.76,154,3.63,4.26,92
PROD001061,4.0,21539.01,1986.73,23525.739999999998,107,11,118,134,13,147,IKEA Chair V4,Home,IKEA,208.69,46,96.0,112.69,981,3.45,4.46,50
PROD001062,5.0,676027.45,65967.48,741994.9299999999,115,10,125,140,14,154,Prestige Cooker V1,Home,Prestige,5959.12,18,1072.64,4886.48,483,2.27,4.36,59
PROD001063,4.0,942172.78,137496.36000000002,1079669.1400000001,111,16,127,138,20,158,Philips Mixer V5,Home,Philips,13046.02,47,6131.63,6914.39,514,0.41,4.4,62
PROD001064,4.0,405070.16,49490.28,454560.43999999994,118,14,132,149,18,167,Godrej Almirah V5,Home,Godrej,3197.05,14,447.59,2749.46,156,3.31,4.33,64
PROD001065,5.0,168155.02,16094.749999999998,184249.77,120,10,130,146,14,160,Urban Ladder Sofa V4,Home,Urban,1765.29,34,600.2,1165.09,859,0.59,4.52,63
PROD001066,4.0,148339.59,24078.09,172417.68,51,7,58,62,10,72,Lakme Lipstick V5,Beauty,Lakme,3524.82,31,1092.69,2432.13,481,3.86,4.37,27
PROD001067,4.0,56393.6,3709.68,60103.28,49,3,52,62,4,66,Mamaearth Facewash V5,Beauty,Mamaearth,1571.9,41,644.48,927.42,643,0.38,4.26,27
PROD001068,4.0,19789.91,2444.67,22234.58,60,6,66,68,9,77,Nivea Cream V5,Beauty,Nivea,462.53,47,217.39,245.14,286,3.36,4.5,32
PROD001069,4.0,91874.54000000001,8915.28,100789.82,51,5,56,63,6,69,Dove Soap V8,Beauty,Dove,1929.71,23,443.83,1485.88,480,3.43,4.14,29
PROD001070,4.0,124549.96999999999,16157.46,140707.43,71,8,79,86,11,97,Plum Serum V3,Beauty,Plum,1562.62,6,93.76,1468.86,367,2.76,4.39,31
PROD001071,5.0,778011.34,72644.58,850655.9199999999,76,6,82,97,9,106,Nike T-shirt V5,Sports,Nike,13916.58,42,5844.96,8071.62,923,3.26,4.52,42
PROD001072,5.0,1096148.73,68566.29,1164715.02,98,7,105,113,7,120,Puma Shoes V4,Sports,Puma,12110.46,19,2300.99,9809.47,128,1.14,4.57,51
PROD001073,5.0,1644437.52,215152.69,1859590.21,103,11,114,123,16,139,Decathlon Cycle V8,Sports,Decathlon,16717.35,19,3176.3,13541.05,790,3.96,4.41,59
PROD001074,4.0,1044572.08,123242.7,1167814.78,95,10,105,120,14,134,Yoga Mat V8,Sports,Yoga,9568.53,8,765.48,8803.05,122,4.92,4.57,54
PROD001075,5.0,2687742.17,222546.55000000002,2910288.7199999997,91,10,101,121,10,131,Dumbbells V6,Sports,Dumbbells,29194.09,23,6714.64,22479.45,45,1.56,4.33,49
PROD001076,4.0,8000.96,841.9300000000001,8842.89,59,6,65,71,7,78,Fiction Novel V6,Books,Fiction,114.7,49,56.2,58.5,238,0.51,4.28,32
PROD001077,4.0,45771.16,5378.56,51149.72,54,8,62,69,8,77,NCERT Book V3,Books,NCERT,1084.39,38,412.07,672.32,23,2.93,4.36,28
PROD001078,5.0,12809.94,847.13,13657.07,69,5,74,87,5,92,Comics V10,Books,Comics,162.83,43,70.02,92.81,930,3.02,4.43,35
PROD001079,5.0,54516.240000000005,2334.42,56850.66,72,3,75,88,4,92,Notebook V3,Books,Notebook,836.64,25,209.16,627.48,761,0.54,4.3,40
PROD001080,5.0,11068.15,769.29,11837.439999999999,64,5,69,73,5,78,Stationery Set V6,Books,Stationery,105.46,6,6.33,99.13,184,3.36,4.53,38
PROD001081,4.0,91668.15000000001,6889.400000000001,98557.55,102,8,110,130,10,140,Aashirvaad Atta V10,Grocery,Aashirvaad,971.54,26,252.6,718.94,729,4.96,4.35,57
PROD001082,4.0,54625.020000000004,6903.57,61528.590000000004,113,14,127,142,18,160,Fortune Oil V5,Grocery,Fortune,569.03,39,221.92,347.11,68,3.29,4.47,62
PROD001083,5.0,47717.53,5758.6900000000005,53476.22,116,14,130,145,17,162,Lays Chips V4,Grocery,Lays,410.9,29,119.16,291.74,733,1.06,4.42,64
PROD001084,4.0,236338.25999999998,27996.8,264335.06,113,14,127,151,18,169,Nescafe Coffee V4,Grocery,Nescafe,2364.32,33,780.23,1584.09,60,4.58,4.42,52
PROD001085,4.0,27367.75,2883.37,30251.12,99,10,109,121,13,134,Haldiram Snacks V3,Grocery,Haldiram,195.91,8,15.67,180.24,749,4.91,4.5,42
PROD001086,4.0,8036295.66,760542.62,8796838.28,214,20,234,274,26,300,Samsung Mobile V7,Electronics,Samsung,35956.35,18,6472.14,29484.21,505,0.68,4.44,114
PROD001087,5.0,5498766.16,690366.84,6189133.0,202,23,225,256,32,288,HP Laptop V2,Electronics,HP,29356.48,26,7632.68,21723.8,493,4.82,4.45,108
PROD001088,4.0,18236260.65,1827271.0,20063531.65,200,18,218,253,25,278,boAt Headphones V3,Electronics,boAt,79455.26,8,6356.42,73098.84,60,4.23,4.35,116
PROD001089,4.0,19990259.75,2078574.76,22068834.51,209,22,231,269,28,297,Noise Watch V9,Electronics,Noise,87262.81,14,12216.79,75046.02,449,1.73,4.43,99
PROD001090,4.0,16322464.129999999,1876607.81,18199071.939999998,214,22,236,262,30,292,Apple iPhone V10,Electronics,Apple,108583.53,42,45605.08,62978.45,55,1.51,4.35,128
PROD001091,4.0,414233.7,50572.87,464806.57,162,19,181,203,25,228,Levis Jeans V10,Fashion,Levis,3266.42,37,1208.58,2057.84,275,3.79,4.45,88
PROD001092,5.0,524263.60000000003,61901.3,586164.9,154,17,171,194,23,217,Peter England Shirt V6,Fashion,Peter,3329.66,18,599.34,2730.32,345,2.02,4.38,86
PROD001093,4.0,1144853.25,167716.34,1312569.59,185,26,211,227,33,260,Nike Shoes V4,Fashion,Nike,6151.04,17,1045.68,5105.36,527,2.04,4.41,99
PROD001094,4.0,128854.42,28319.72,157174.14,140,25,165,164,36,200,Titan Watch V10,Fashion,Titan,851.95,6,51.12,800.83,306,0.69,4.39,76
PROD001095,4.0,657489.83,40392.22,697882.0499999999,153,11,164,192,12,204,Puma T-shirt V2,Fashion,Puma,6938.84,50,3469.42,3469.42,826,1.94,4.43,70
PROD001096,4.0,3406837.69,219426.85,3626264.54,124,10,134,169,11,180,IKEA Chair V8,Home,IKEA,32257.03,37,11935.1,20321.93,884,3.38,4.46,68
PROD001097,4.0,1068416.39,83900.67,1152317.0599999998,112,8,120,139,11,150,Prestige Cooker V8,Home,Prestige,9253.82,16,1480.61,7773.21,368,4.27,4.18,55
PROD001098,4.0,3810528.41,360550.24,4171078.6500000004,105,12,117,126,12,138,Philips Mixer V9,Home,Philips,41302.13,26,10738.55,30563.58,621,1.05,4.41,56
PROD001099,5.0,1577795.4400000002,136844.80000000002,1714640.2400000002,127,11,138,162,14,176,Godrej Almirah V7,Home,Godrej,19689.89,50,9844.94,9844.95,959,0.83,4.46,59
PROD001100,4.0,2681938.39,429801.28,3111739.67,121,16,137,151,24,175,Urban Ladder Sofa V9,Home,Urban,26338.92,32,8428.45,17910.47,669,3.09,4.23,60
PROD001101,5.0,76268.78,2228.08,78496.86,54,2,56,70,2,72,Lakme Lipstick V6,Beauty,Lakme,1251.73,11,137.69,1114.04,145,4.78,4.52,29
PROD001102,4.0,49898.75,2816.2,52714.95,62,4,66,72,4,76,Mamaearth Facewash V7,Beauty,Mamaearth,1235.17,43,531.12,704.05,941,0.72,4.33,33
